linea;unidad;lat;lon;hora
23;1404;-25.279095;-57.61454;22:57:50
38;19;-25.335761666666667;-57.588523333333335;22:58:20
165;40;-25.44644;-57.34178;22:54:56
96;56;-25.37793;-57.40996166666667;22:58:14
28;31;-25.263753333333334;-57.51587166666667;22:57:58
47;4714;-25.42913;-57.537395000000004;22:58:26
47;74;-25.402108333333334;-57.543371666666665;22:58:00
96;22;-25.381795;-57.41484666666667;22:57:48
28;31;-25.26359666666667;-57.51382666666667;22:58:20
47;74;-25.402378333333335;-57.54331833333333;22:58:10
1502;15;-25.439558333333334;-57.54230333333334;22:57:38
54;31;-25.423213333333333;-57.537841666666665;22:58:38
96;22;-25.381873333333335;-57.414748333333335;22:57:50
165;36;-25.345605;-57.478838333333336;22:58:06
1502;15;-25.440148333333333;-57.541205;22:58:02
31;31;-25.293595;-57.60899333333333;22:58:00
47;74;-25.404428333333332;-57.54282666666667;22:58:44
30;86;-25.33344;-57.61293666666667;22:57:50
28;31;-25.263618333333334;-57.513281666666664;22:58:34
232;52;-25.519303333333333;-57.553595;22:57:56
1502;15;-25.440958333333334;-57.53939666666667;22:58:20
96;22;-25.381943333333332;-57.414615;22:57:52
165;36;-25.345185;-57.48092166666667;22:58:30
31;31;-25.293926666666668;-57.61096166666667;22:58:20
23;1636;-25.285828333333335;-57.54794666666667;22:58:38
23;1404;-25.28217666666667;-57.616095;22:58:42
40;138;-25.215386666666667;-57.547686666666664;22:57:46
232;52;-25.520015;-57.552928333333334;22:58:26
30;86;-25.333851666666668;-57.612716666666664;22:58:14
96;22;-25.382903333333335;-57.41361166666667;22:58:16
31;31;-25.293921666666666;-57.61098;22:58:22
165;36;-25.344406666666668;-57.48500666666666;22:58:54
454;33;-25.41813;-57.45592;22:57:58
40;138;-25.215796666666666;-57.546031666666664;22:58:18
232;1;-25.18359166666667;-57.535685;22:57:50
35;36;-25.249078333333333;-57.53492333333333;22:58:20
165;40;-25.448071666666667;-57.342665;22:55:22
454;33;-25.419841666666667;-57.455055;22:58:24
30;9;-25.286801666666666;-57.57180666666667;22:57:50
128;225;-25.39164;-57.35641833333333;22:58:26
56;1525;-25.448996666666666;-57.453826666666664;22:51:16
232;84;-25.522898333333334;-57.551046666666664;22:58:14
232;1;-25.182471666666668;-57.534465;22:58:24
165;40;-25.449801666666666;-57.343375;22:55:40
233;2;-25.390865;-57.54664833333333;22:58:02
30;9;-25.286636666666666;-57.571601666666666;22:57:58
56;1525;-25.450053333333333;-57.45556166666667;22:51:40
232;1;-25.18254;-57.53409833333333;22:58:36
30;9;-25.286156666666667;-57.570658333333334;22:58:10
58;138;-25.374591666666667;-57.425891666666665;22:57:38
233;2;-25.391741666666668;-57.54611166666667;22:58:20
220;90;-25.347818333333333;-57.51009333333333;22:57:34
56;1525;-25.449033333333333;-57.45386833333333;22:51:16
233;2;-25.391888333333334;-57.546191666666665;22:58:22
220;90;-25.347005;-57.508291666666665;22:57:56
58;138;-25.374993333333332;-57.42435833333333;22:58:00
56;1525;-25.450895;-57.457388333333334;22:51:56
233;2;-25.39361;-57.547018333333334;22:58:44
58;138;-25.375046666666666;-57.424385;22:58:00
58;113;-25.385316666666668;-57.444761666666665;22:57:40
56;1525;-25.45199;-57.458983333333336;22:52:16
58;138;-25.375151666666667;-57.424395;22:58:02
58;113;-25.385705;-57.44492666666667;22:57:56
165;40;-25.451626666666666;-57.34357833333333;22:55:58
34;31;-25.266106666666666;-57.582495;22:57:58
40;114;-25.234258333333333;-57.52719833333333;22:57:50
58;138;-25.375468333333334;-57.42403;22:58:10
58;113;-25.38638;-57.445166666666665;22:58:14
34;31;-25.263636666666667;-57.58176666666667;22:58:36
220;90;-25.34613166666667;-57.50648;22:58:18
1503;51;-25.410971666666665;-57.574065;22:58:10
40;114;-25.23243;-57.52694666666667;22:58:14
11;49;-25.323933333333333;-57.55352;22:57:44
34;31;-25.263356666666667;-57.58168;22:58:44
165;40;-25.453475;-57.34362333333333;22:56:26
203;83;-25.327088333333332;-57.597926666666666;22:58:18
11;91;-25.263743333333334;-57.51569666666666;22:58:24
11;49;-25.324616666666667;-57.552413333333334;22:58:00
40;114;-25.23158;-57.52695;22:58:22
1503;51;-25.411081666666668;-57.57405;22:58:12
58;138;-25.376508333333334;-57.421771666666665;22:58:30
165;40;-25.453575;-57.34358833333334;22:56:32
203;83;-25.32622;-57.59729;22:58:32
11;91;-25.263575;-57.513675;22:58:40
11;49;-25.325726666666668;-57.55025;22:58:30
58;145;-25.403431666666666;-57.426433333333335;22:59:02
165;40;-25.453618333333335;-57.34336833333333;22:56:36
203;83;-25.324631666666665;-57.596201666666666;22:58:50
11;91;-25.263825;-57.511606666666665;22:58:56
454;38;-25.333135;-57.620585;22:58:04
232;54;-25.49121;-57.457195;22:57:42
128;203;-25.35279166666667;-57.633898333333335;22:58:10
1503;51;-25.41318;-57.57380166666667;22:58:54
454;38;-25.333228333333334;-57.62040666666667;22:58:08
128;203;-25.353448333333333;-57.633761666666665;22:58:40
96;130;-25.347393333333333;-57.470745;22:57:50
232;54;-25.494351666666667;-57.45853;22:58:40
96;130;-25.347943333333333;-57.46660833333333;22:58:26
96;52;-25.356316666666668;-57.44057333333333;22:58:14
96;130;-25.348231666666667;-57.46449166666667;22:58:38
96;52;-25.35776;-57.438853333333334;22:58:40
96;52;-25.358156666666666;-57.43785833333333;22:58:48
128;222;-25.349316666666667;-57.455268333333336;22:58:14
11;17;-25.28464;-57.568126666666664;22:58:28
454;45;-25.510673333333333;-57.366481666666665;22:58:10
96;28;-25.359346666666667;-57.47306;22:58:08
110;6;-25.293041666666667;-57.575651666666666;22:59:08
30;95;-25.258981666666667;-57.48999666666667;22:58:32
58;1622;-25.391921666666665;-57.447555;22:58:06
165;40;-25.45384333333333;-57.341341666666665;22:56:54
454;45;-25.510268333333332;-57.36853;22:58:34
11;45;-25.254045;-57.471248333333335;22:57:58
11;17;-25.283863333333333;-57.566271666666665;22:58:52
128;222;-25.349883333333334;-57.45117833333333;22:58:44
96;28;-25.359186666666666;-57.472773333333336;22:58:18
30;95;-25.259206666666667;-57.49005833333333;22:58:42
56;1503;-25.35051;-57.512465;22:58:10
58;1622;-25.39119833333333;-57.44744;22:58:20
11;45;-25.253853333333332;-57.46843666666667;22:58:30
11;34;-25.325916666666668;-57.395381666666665;22:58:04
454;45;-25.510273333333334;-57.36897166666667;22:58:42
128;222;-25.35024;-57.449115;22:59:02
96;28;-25.357385;-57.47227;22:58:36
58;144;-25.391626666666667;-57.447525;22:57:50
58;1622;-25.391125;-57.44741666666667;22:58:22
56;1503;-25.35076;-57.512346666666666;22:58:22
165;40;-25.4538;-57.341208333333334;22:57:02
128;219;-25.395888333333332;-57.27981833333333;22:58:30
96;28;-25.3553;-57.47158666666667;22:59:04
11;98;-25.336156666666668;-57.42395;22:58:20
11;45;-25.253831666666667;-57.468135;22:58:38
11;34;-25.3247;-57.393843333333336;22:58:18
56;1503;-25.351176666666667;-57.51208333333334;22:58:46
58;132;-25.32743;-57.54738833333333;22:58:12
58;144;-25.39133;-57.447475;22:57:58
96;28;-25.355331666666668;-57.47148833333333;22:59:06
11;98;-25.336076666666667;-57.42382;22:58:24
11;34;-25.32346;-57.392313333333334;22:58:34
56;1503;-25.35171666666667;-57.51190166666667;22:59:00
58;132;-25.32841833333333;-57.54578;22:58:46
58;144;-25.391035;-57.447478333333336;22:58:08
11;98;-25.334881666666668;-57.422275;22:58:44
56;1503;-25.3518;-57.51204666666667;22:59:02
128;221;-25.329791666666665;-57.543463333333335;22:58:02
58;132;-25.328496666666666;-57.545676666666665;22:58:50
11;98;-25.333675;-57.420775;22:58:58
11;74;-25.304638333333333;-57.617125;22:58:36
128;221;-25.329043333333335;-57.544486666666664;22:58:20
58;1829;-25.307183333333334;-57.553295;22:58:36
1504;96;-25.4049;-57.57194;22:58:06
30;100;-25.260981666666666;-57.51750166666667;22:58:22
11;98;-25.33332;-57.420413333333336;22:59:10
11;74;-25.304578333333332;-57.617106666666665;22:58:36
58;1829;-25.309033333333332;-57.553626666666666;22:58:56
128;221;-25.32888833333333;-57.54473333333333;22:58:50
1504;96;-25.405133333333332;-57.571936666666666;22:58:10
96;92;-25.355575;-57.457255;22:58:10
187;6;-25.356788333333334;-57.554808333333334;22:58:32
88;1128;-25.411301666666667;-57.48535;22:58:36
30;100;-25.262831666666667;-57.52030833333333;22:58:46
11;74;-25.304513333333333;-57.617086666666665;22:58:38
1504;96;-25.40549;-57.572005;22:58:16
88;1128;-25.410526666666666;-57.489455;22:59:08
30;100;-25.262711666666668;-57.520575;22:58:48
187;6;-25.356815;-57.55453833333333;22:58:40
96;92;-25.354075;-57.456118333333336;22:58:36
41;4;-25.31826;-57.59916166666667;22:58:28
11;59;-25.27983;-57.401935;22:58:26
11;74;-25.304078333333333;-57.61696166666667;22:58:44
1503;39;-25.408398333333334;-57.54578;22:58:42
30;100;-25.262316666666667;-57.52068166666667;22:58:52
187;6;-25.357005;-57.552528333333335;22:59:02
187;28;-25.597193333333333;-57.50235333333333;22:58:06
1504;96;-25.4064;-57.57228833333333;22:58:38
165;42;-25.327705;-57.546733333333336;22:58:14
41;4;-25.31892;-57.59934833333333;22:58:42
11;59;-25.28083;-57.40025166666667;22:58:52
11;74;-25.302295;-57.61642833333333;22:59:02
454;41;-25.421606666666666;-57.454188333333335;22:58:50
1503;39;-25.408751666666667;-57.546123333333334;22:58:52
30;100;-25.262135;-57.520583333333335;22:58:54
1504;96;-25.407935;-57.573496666666664;22:58:58
187;28;-25.597873333333332;-57.500346666666665;22:58:18
165;42;-25.328491666666668;-57.54548166666667;22:58:48
1503;39;-25.408936666666666;-57.546275;22:59:02
41;4;-25.319708333333335;-57.59762166666667;22:59:16
454;41;-25.423315;-57.45335;22:59:10
187;28;-25.599208333333333;-57.496405;22:58:40
30;100;-25.261995;-57.52029666666667;22:58:58
165;42;-25.32956666666667;-57.54383;22:59:08
23;983;-25.26193333333333;-57.58139666666667;22:58:58
187;28;-25.599875;-57.49444166666667;22:58:54
30;100;-25.262003333333332;-57.52005333333334;22:59:00
23;983;-25.2637;-57.58191166666667;22:59:18
232;64;-25.421616666666665;-57.45413833333333;22:58:46
96;55;-25.282845;-57.64245833333333;22:58:30
232;64;-25.423375;-57.45332666666667;22:59:08
96;55;-25.282575;-57.64228333333333;22:58:44
35;31;-25.232441666666666;-57.526968333333336;22:58:18
165;122;-25.31166;-57.588438333333336;22:58:24
35;31;-25.230246666666666;-57.52705666666667;22:58:42
34;8;-25.180021666666665;-57.4677;22:58:14
96;55;-25.281926666666667;-57.64164666666667;22:59:02
128;232;-25.395858333333333;-57.27983;22:58:08
454;42;-25.263755;-57.491393333333335;22:58:40
454;16;-25.46956;-57.36438666666667;22:54:14
30;100;-25.262581666666666;-57.51712333333333;22:59:20
165;122;-25.312048333333333;-57.58717333333333;22:58:44
35;31;-25.229771666666668;-57.52704166666667;22:58:50
454;42;-25.265001666666667;-57.491755;22:59:02
34;8;-25.181335;-57.466555;22:58:50
30;78;-25.286525;-57.58703833333333;22:58:56
96;55;-25.28208;-57.641418333333334;22:59:06
133;391;-25.326296666666668;-57.54913666666667;22:58:18
30;78;-25.286391666666667;-57.58591833333333;22:59:12
34;8;-25.181795;-57.46637333333334;22:58:58
128;240;-25.401696666666666;-57.31306333333333;22:58:40
128;232;-25.39576;-57.27865166666667;22:58:58
96;56;-25.380238333333335;-57.413215;22:58:52
31;51;-25.29938;-57.56587833333333;22:58:00
56;1525;-25.453213333333334;-57.46024166666667;22:52:46
233;1;-25.519353333333335;-57.55358;22:58:34
128;240;-25.401735;-57.310991666666666;22:58:52
128;232;-25.395716666666665;-57.27867833333333;22:59:00
31;51;-25.299701666666667;-57.566093333333335;22:58:16
23;1630;-25.356741666666668;-57.599555;22:58:38
1502;15;-25.441235;-57.538001666666666;22:58:36
233;1;-25.519911666666665;-57.553005;22:58:54
31;51;-25.300118333333334;-57.566401666666664;22:58:30
56;1525;-25.45463833333333;-57.461615;22:53:10
1502;15;-25.441231666666667;-57.53799333333333;22:58:38
23;1630;-25.356646666666666;-57.599536666666665;22:58:40
128;240;-25.40177;-57.30894833333333;22:59:06
28;33;-25.265278333333335;-57.503455;22:58:22
165;71;-25.34962;-57.453783333333334;22:58:28
56;1525;-25.455815;-57.462375;22:53:24
23;1630;-25.35633;-57.599315;22:58:50
47;4736;-25.29122;-57.59127333333333;22:58:18
28;33;-25.26559333333333;-57.50160833333333;22:58:46
165;71;-25.349886666666666;-57.45176166666667;22:58:50
56;1525;-25.4572;-57.46324;22:53:42
23;1630;-25.356395;-57.59917333333333;22:58:54
47;4736;-25.293023333333334;-57.59179666666667;22:58:42
40;138;-25.216206666666668;-57.54428333333333;22:58:42
28;33;-25.26563833333333;-57.50123833333333;22:59:04
165;71;-25.349883333333334;-57.451735;22:58:54
56;1525;-25.457128333333333;-57.46349333333333;22:53:46
23;1630;-25.356461666666668;-57.598998333333334;22:58:56
49;103;-25.232665;-57.47566166666667;22:58:50
40;138;-25.216293333333333;-57.544005;22:58:52
38;22;-25.334198333333333;-57.59001833333333;22:59:20
165;20;-25.310698333333335;-57.638645;22:58:18
165;71;-25.349896666666666;-57.451388333333334;22:59:12
454;26;-25.340036666666666;-57.52103666666667;22:58:24
23;1630;-25.356595;-57.598288333333336;22:59:10
40;138;-25.21672166666667;-57.54260166666667;22:59:20
30;9;-25.285583333333335;-57.569536666666664;22:58:28
56;1525;-25.456978333333332;-57.46379833333334;22:53:50
128;225;-25.392298333333333;-57.355151666666664;22:58:48
454;26;-25.341166666666666;-57.51945833333333;22:58:36
56;1525;-25.45631;-57.465311666666665;22:54:14
454;26;-25.342525;-57.5181;22:59:02
128;225;-25.392848333333333;-57.35404166666667;22:59:14
40;138;-25.216775;-57.54260166666667;22:59:22
30;9;-25.284398333333332;-57.567615;22:58:56
133;409;-25.395058333333335;-57.562198333333335;22:58:06
165;20;-25.311898333333332;-57.63666833333333;22:58:44
23;1630;-25.356505;-57.598238333333335;22:59:12
23;1628;-25.28418;-57.63585166666667;22:58:56
88;1145;-25.368798333333334;-57.56129833333333;22:58:34
56;1525;-25.45658;-57.465735;22:54:42
128;225;-25.392995;-57.35376333333333;22:59:28
40;138;-25.216938333333335;-57.54263666666667;22:59:26
454;26;-25.342651666666665;-57.51799;22:59:08
30;9;-25.283813333333335;-57.56572333333333;22:59:14
133;409;-25.39532833333333;-57.56248;22:58:24
165;20;-25.312321666666666;-57.637011666666666;22:58:56
23;1630;-25.35633;-57.59814;22:59:16
88;1145;-25.369036666666666;-57.56111833333333;22:58:48
133;409;-25.395361666666666;-57.562553333333334;22:58:28
88;1145;-25.36952;-57.56078333333333;22:59:02
56;1525;-25.457171666666667;-57.46335833333333;22:53:44
165;20;-25.312508333333334;-57.63716;22:59:02
133;409;-25.395073333333332;-57.562885;22:58:58
220;90;-25.34551;-57.5051;22:58:38
220;90;-25.345151666666666;-57.50502;22:58:48
58;138;-25.377995;-57.41949833333334;22:59:06
40;114;-25.230178333333335;-57.52715666666667;22:58:42
220;90;-25.345088333333333;-57.505053333333336;22:58:48
58;138;-25.378153333333334;-57.41957333333333;22:59:08
58;113;-25.388225;-57.445545;22:58:38
40;114;-25.23018;-57.52718333333333;22:58:44
56;1525;-25.456803333333333;-57.46593333333333;22:54:50
128;236;-25.37898;-57.385576666666665;22:58:14
31;22;-25.29387;-57.576225;22:59:04
220;90;-25.344866666666668;-57.50518;22:58:52
40;114;-25.230171666666667;-57.52739666666667;22:58:48
187;30;-25.413095;-57.45840333333334;22:58:32
58;138;-25.379298333333335;-57.41947166666667;22:59:20
58;113;-25.38894;-57.445925;22:58:48
454;8;-25.454591666666666;-57.43249;22:59:00
56;1525;-25.45768;-57.466998333333336;22:55:08
128;236;-25.379086666666666;-57.384283333333336;22:58:34
31;22;-25.293658333333333;-57.576568333333334;22:59:16
31;10;-25.316161666666666;-57.63964333333333;22:58:18
220;90;-25.344691666666666;-57.50528666666666;22:59:00
187;30;-25.414786666666668;-57.457568333333334;22:58:46
40;114;-25.23017;-57.528281666666665;22:59:14
58;138;-25.379843333333334;-57.418791666666664;22:59:36
58;113;-25.390938333333334;-57.44738;22:59:32
11;55;-25.317943333333332;-57.56951;22:58:22
11;49;-25.326383333333332;-57.54909;22:59:10
454;35;-25.462538333333335;-57.425868333333334;22:57:58
187;30;-25.415478333333333;-57.45724833333333;22:59:06
31;22;-25.293435;-57.576933333333336;22:59:28
31;10;-25.316848333333333;-57.63867833333333;22:59:10
58;145;-25.40593;-57.42731;22:59:44
11;55;-25.31847;-57.56749333333333;22:58:34
11;49;-25.326743333333333;-57.548445;22:59:26
203;84;-25.341415;-57.49914833333333;22:58:34
40;114;-25.230175;-57.52838833333333;22:59:18
454;35;-25.464025;-57.424685;22:58:14
38;23;-25.452356666666667;-57.515883333333335;22:58:44
11;55;-25.31901166666667;-57.56544;22:58:48
11;49;-25.326888333333333;-57.54819;22:59:34
203;84;-25.34125;-57.498893333333335;22:59:06
23;1402;-25.19148;-57.503211666666665;22:59:18
38;23;-25.452458333333333;-57.51560833333333;22:58:54
38;66;-25.4415;-57.535941666666666;22:58:30
203;84;-25.341;-57.498825;22:59:12
11;92;-25.311621666666667;-57.58824;22:58:34
11;55;-25.319545;-57.563475;22:59:06
11;49;-25.327033333333333;-57.547988333333336;22:59:42
232;54;-25.494746666666668;-57.45868166666666;22:58:56
58;164;-25.344688333333334;-57.50662833333333;22:58:26
5;19;-25.038801666666668;-57.548675;22:59:04
40;105;-25.253268333333335;-57.559736666666666;22:59:22
11;92;-25.312981666666666;-57.58443666666667;22:59:26
11;52;-25.354888333333335;-57.44192;22:58:54
11;23;-25.345248333333334;-57.41231833333333;22:58:54
38;23;-25.453236666666665;-57.51408;22:59:18
38;26;-25.465131666666668;-57.50983;22:59:06
38;66;-25.443708333333333;-57.534598333333335;22:59:12
128;236;-25.379281666666667;-57.381908333333335;22:59:06
23;1626;-25.256885;-57.55139833333333;22:59:16
58;164;-25.344495;-57.50621;22:59:12
203;61;-25.31313;-57.379405;22:59:02
454;38;-25.33426;-57.616476666666664;22:59:22
454;45;-25.51035;-57.368986666666665;22:58:44
454;14;-25.50759;-57.35796333333333;22:58:40
56;1525;-25.458045;-57.46734166666667;22:55:16
11;23;-25.346815;-57.41017;22:59:26
38;13;-25.452206666666665;-57.533073333333334;22:58:40
128;207;-25.34277;-57.62435;22:58:38
454;45;-25.510493333333333;-57.36899833333333;22:58:48
454;14;-25.507406666666668;-57.35791666666667;22:58:44
454;5;-25.316785;-57.560943333333334;22:58:44
23;1626;-25.255615;-57.551471666666664;22:59:26
23;1637;-25.2441;-57.54649333333333;22:58:36
232;54;-25.495026666666668;-57.46106666666667;22:59:26
11;45;-25.253823333333333;-57.46737666666667;22:58:52
38;13;-25.453553333333332;-57.5325;22:58:54
128;207;-25.342951666666668;-57.623145;22:58:58
23;1637;-25.242791666666665;-57.54510833333333;22:58:58
11;45;-25.25382;-57.46599166666667;22:59:18
11;34;-25.322138333333335;-57.390773333333335;22:58:52
128;207;-25.343298333333333;-57.620875;22:59:32
454;45;-25.515433333333334;-57.369823333333336;22:59:40
454;14;-25.50540833333333;-57.35754;22:59:06
454;5;-25.315443333333334;-57.56036666666667;22:59:16
38;13;-25.453981666666667;-57.532;22:59:00
11;45;-25.253821666666667;-57.46567;22:59:26
11;34;-25.319795;-57.3884;22:59:28
58;132;-25.329611666666665;-57.544085;22:59:14
454;45;-25.515455;-57.36971166666667;22:59:42
23;1637;-25.241456666666668;-57.54367666666667;22:59:12
11;34;-25.318758333333335;-57.38832333333333;22:59:40
58;132;-25.330875;-57.54253;22:59:32
220;51;-25.228433333333335;-57.476665;22:58:30
11;34;-25.318465;-57.38831166666667;22:59:50
165;70;-25.295203333333333;-57.629401666666666;22:58:52
220;51;-25.23199333333333;-57.475856666666665;22:59:14
23;1632;-25.34394;-57.61092333333333;22:59:12
96;92;-25.352578333333334;-57.454996666666666;22:58:58
34;3;-25.313905;-57.62369;22:58:36
165;70;-25.295005;-57.62923;22:59:10
23;1632;-25.34555;-57.610656666666664;22:59:44
96;92;-25.350343333333335;-57.454535;22:59:28
58;110;-25.379045;-57.42856166666667;22:58:46
28;33;-25.266898333333334;-57.49509;23:00:02
49;103;-25.22721;-57.476913333333336;23:00:02
165;20;-25.316093333333335;-57.63961666666667;23:00:02
58;145;-25.40720333333333;-57.42791666666667;23:00:14
128;236;-25.38261333333333;-57.374725;23:00:08
11;91;-25.264855;-57.50591166666667;23:00:00
11;55;-25.320696666666667;-57.559736666666666;23:00:08
5;19;-25.030348333333333;-57.55312333333333;23:00:14
38;66;-25.44605333333333;-57.52929666666667;23:00:06
454;14;-25.501046666666667;-57.35711166666667;23:00:00
11;17;-25.283155;-57.56286166666667;23:00:00
38;13;-25.459973333333334;-57.527285;23:00:12
96;28;-25.356453333333334;-57.46810833333333;23:00:00
454;14;-25.499241666666666;-57.357528333333335;23:00:20
23;1637;-25.239453333333334;-57.541645;23:00:06
11;98;-25.335021666666666;-57.41955166666666;23:00:00
165;42;-25.332025;-57.540843333333335;23:00:02
165;70;-25.290873333333334;-57.62596;23:00:08
165;70;-25.290898333333335;-57.625915;23:00:10
56;1503;-25.35481;-57.51385;23:00:02
220;51;-25.235758333333333;-57.475001666666664;23:00:16
165;70;-25.290903333333333;-57.62590333333333;23:00:10
56;1525;-25.449105;-57.45397833333333;23:00:02
34;3;-25.312003333333333;-57.622515;23:00:18
41;4;-25.321486666666665;-57.59450833333333;23:00:02
34;3;-25.31194;-57.62266;23:00:22
1503;39;-25.410733333333333;-57.548255;23:00:02
187;6;-25.356938333333332;-57.54748;23:00:08
30;100;-25.263653333333334;-57.51298;23:00:00
454;41;-25.430096666666667;-57.45008833333333;23:00:10
23;983;-25.26702166666667;-57.582926666666665;23:00:00
30;100;-25.263961666666667;-57.51086333333333;23:00:12
96;55;-25.283446666666666;-57.638911666666665;23:00:04
23;983;-25.267141666666667;-57.58296833333333;23:00:04
232;64;-25.430176666666668;-57.45001833333333;23:00:08
232;64;-25.431915;-57.44912333333333;23:00:22
23;1645;-25.152826666666666;-57.449236666666664;23:00:26
30;78;-25.285445;-57.5824;23:00:12
5;3;-24.958666666666666;-57.54841833333333;23:00:04
30;78;-25.285326666666666;-57.58177833333333;23:00:20
96;22;-25.39087;-57.413088333333334;23:00:22
96;56;-25.384686666666667;-57.413511666666665;23:00:12
47;4714;-25.44226;-57.535873333333335;23:00:36
454;42;-25.266356666666667;-57.48713166666667;23:00:18
40;138;-25.22041;-57.54293333333333;23:00:20
30;86;-25.334658333333334;-57.618655;23:00:18
5;3;-24.962331666666667;-57.548026666666665;23:00:30
165;71;-25.35119;-57.44710833333333;23:00:14
23;1630;-25.353;-57.596355;23:00:12
232;1;-25.18352;-57.53157;23:00:00
128;225;-25.393848333333334;-57.35205;23:00:02
232;1;-25.18398;-57.53035666666667;23:00:32
38;22;-25.329621666666668;-57.593401666666665;23:00:08
454;33;-25.428601666666665;-57.45076666666667;23:00:26
128;225;-25.394001666666668;-57.351798333333335;23:00:28
30;9;-25.28367666666667;-57.564231666666664;23:00:12
232;1;-25.184023333333332;-57.530181666666664;23:00:38
23;1628;-25.282843333333332;-57.63827833333333;23:00:00
454;26;-25.346335;-57.51480333333333;23:00:14
40;114;-25.230136666666667;-57.52978;23:00:06
58;138;-25.384131666666665;-57.41965;23:00:24
40;114;-25.230013333333332;-57.530211666666666;23:00:18
31;22;-25.293371666666665;-57.57814;23:00:20
187;30;-25.418275;-57.455821666666665;23:00:18
58;113;-25.392765;-57.44750833333333;23:00:08
23;1402;-25.194043333333333;-57.50877333333333;23:00:00
58;145;-25.408525;-57.428718333333336;23:00:42
58;113;-25.39459;-57.44715333333333;23:00:26
128;203;-25.354661666666665;-57.63014833333333;23:00:14
11;92;-25.31435;-57.58078;23:00:00
23;1402;-25.195065;-57.51052;23:00:14
38;23;-25.454491666666666;-57.511435;23:00:02
96;52;-25.361188333333335;-57.43087;23:00:02
232;54;-25.494085;-57.46395;23:00:02
454;35;-25.475676666666665;-57.41458;23:00:02
128;203;-25.35667;-57.630716666666665;23:00:44
232;54;-25.494801666666667;-57.46781;23:00:38
11;92;-25.314478333333334;-57.580463333333334;23:00:14
96;52;-25.361971666666665;-57.429645;23:00:30
454;35;-25.476971666666667;-57.413153333333334;23:00:16
454;38;-25.333946666666666;-57.613483333333335;23:00:20
11;92;-25.31516;-57.57849;23:00:30
11;52;-25.356275;-57.440531666666665;23:00:02
96;130;-25.350151666666665;-57.449931666666664;23:00:12
58;164;-25.34225;-57.501326666666664;23:00:14
11;52;-25.356503333333333;-57.44028333333333;23:00:12
11;23;-25.347455;-57.40607;23:00:14
96;130;-25.351223333333333;-57.447181666666665;23:00:36
40;105;-25.250796666666666;-57.554175;23:00:14
203;84;-25.338301666666666;-57.495605;23:00:16
96;130;-25.351313333333334;-57.44690666666666;23:00:46
38;26;-25.468436666666666;-57.51258333333333;23:00:00
11;52;-25.357785;-57.438845;23:00:30
11;23;-25.347721666666665;-57.40538;23:00:26
23;1626;-25.250108333333333;-57.550365;23:00:06
40;105;-25.249716666666668;-57.55265333333333;23:00:32
38;26;-25.46826666666667;-57.512885;23:00:04
23;1626;-25.248248333333333;-57.54988;23:00:22
47;4744;-25.49448;-57.46691833333333;23:00:22
11;45;-25.253753333333332;-57.463755;23:00:04
454;45;-25.51608;-57.365325;23:00:28
454;5;-25.316506666666665;-57.557795;23:00:00
128;207;-25.343901666666667;-57.61684666666667;23:00:18
110;6;-25.28754;-57.57230666666667;23:00:06
11;45;-25.254008333333335;-57.461715;23:00:34
128;207;-25.343935;-57.616595;23:00:26
454;5;-25.316796666666665;-57.557875;23:00:20
11;34;-25.316813333333332;-57.388331666666666;23:00:10
454;5;-25.317051666666668;-57.55807333333333;23:00:24
58;132;-25.332236666666667;-57.540823333333336;23:00:00
11;34;-25.316041666666667;-57.38805;23:00:18
11;74;-25.303815;-57.61156;23:00:14
11;34;-25.315823333333334;-57.387835;23:00:26
11;74;-25.30444;-57.60960333333333;23:00:28
11;34;-25.31561;-57.38753;23:00:36
187;15;-25.613175;-57.466136666666664;23:00:46
58;132;-25.332478333333334;-57.540515;23:00:44
58;1829;-25.317405;-57.558326666666666;23:00:12
1504;96;-25.413163333333333;-57.57382166666667;23:00:18
11;74;-25.305043333333334;-57.60773833333333;23:00:52
58;1829;-25.32043;-57.560585;23:00:52
1504;96;-25.414166666666667;-57.573455;23:00:40
1503;39;-25.410883333333334;-57.548465;23:00:26
1504;96;-25.41595166666667;-57.572718333333334;23:01:00
88;1248;-25.301413333333333;-57.64427166666667;23:00:52
11;59;-25.286988333333333;-57.395545;23:00:10
1503;39;-25.412431666666667;-57.55095166666667;23:00:56
88;1248;-25.301278333333332;-57.64448;23:01:00
11;59;-25.288205;-57.39516666666667;23:00:34
1503;39;-25.412568333333333;-57.551161666666665;23:01:02
23;1632;-25.346373333333332;-57.61027;23:00:04
11;59;-25.289961666666667;-57.394556666666666;23:00:52
11;59;-25.290158333333334;-57.39451833333333;23:01:00
23;1632;-25.348485;-57.609825;23:00:36
58;110;-25.378016666666667;-57.435115;23:00:22
58;110;-25.377225;-57.43696166666667;23:00:42
58;117;-25.346383333333332;-57.58891166666667;23:00:00
187;28;-25.60723;-57.481478333333335;23:00:56
165;122;-25.314181666666666;-57.581015;23:00:12
58;117;-25.344733333333334;-57.58797333333333;23:00:18
165;122;-25.314888333333332;-57.579161666666664;23:00:36
128;234;-25.34253;-57.605735;23:00:40
34;8;-25.185718333333334;-57.46520833333334;23:00:18
54;31;-25.427415;-57.537546666666664;23:00:10
5;1;-25.254381666666667;-57.58116;23:00:38
34;8;-25.187541666666668;-57.46479333333333;23:00:42
