linea;unidad;lat;lon;hora
187;5;-25.612901666666666;-57.465788333333336;22:36:46
187;15;-25.613175;-57.46605666666667;22:02:26
187;31;-25.613398333333333;-57.46576666666667;22:40:12
187;2;-25.613113333333335;-57.4663;22:06:02
187;7;-25.612883333333333;-57.46572333333334;22:10:30
187;6;-25.33503333333333;-57.589061666666666;22:49:02
187;36;-25.612101666666668;-57.46574;22:07:12
187;28;-25.53553;-57.50084666666667;22:48:38
187;30;-25.379515;-57.47494833333333;22:49:14
187;1;-25.61306666666667;-57.466045;22:11:32
187;37;-25.613135;-57.46622833333333;22:25:38
56;418;-25.379355;-57.501173333333334;22:26:28
56;2002;-25.379446666666666;-57.50127666666667;22:47:04
56;2001;-25.379378333333335;-57.501223333333336;22:19:12
56;1403;-25.379388333333335;-57.50124666666667;22:20:54
56;1513;-25.379456666666666;-57.50122666666667;22:16:12
56;1503;-25.336726666666667;-57.51119833333333;22:49:54
56;1525;-25.443475;-57.44863;22:49:46
56;408;-25.379398333333334;-57.501243333333335;22:25:26
56;705;-25.382265;-57.483313333333335;22:49:58
56;609;-25.369603333333334;-57.516735;22:49:06
56;410;-25.388186666666666;-57.52086166666667;22:49:26
220;2027;-25.213238333333333;-57.46912666666667;22:45:36
220;51;-25.213831666666668;-57.46947;22:41:40
220;89;-25.213523333333335;-57.46960333333333;22:40:36
220;90;-25.330901666666666;-57.5423;22:48:14
220;1595;-25.213396666666668;-57.46939;22:09:14
220;1604;-25.26808;-57.491121666666665;22:49:20
1003;10555;-25.488971666666668;-54.699195;22:08:02
16501;69;-25.441576666666666;-57.36792666666667;22:05:24
16501;61;-25.441415;-57.37007833333333;22:24:12
16501;64;-25.441898333333334;-57.37009666666667;22:25:10
16501;56;-25.441523333333333;-57.36864;22:26:30
16501;55;-25.442233333333334;-57.369436666666665;22:29:04
16501;51;-25.441555;-57.3684;22:05:44
16501;58;-25.441503333333333;-57.37003166666667;22:13:06
16501;53;-25.441776666666666;-57.3679;22:02:44
16501;57;-25.441428333333334;-57.370055;22:20:48
16501;60;-25.441626666666668;-57.370081666666664;22:03:08
16501;62;-25.44178;-57.36808333333333;22:35:50
16501;66;-25.441358333333334;-57.36983;22:14:00
11;90;-25.311906666666665;-57.378656666666664;22:33:34
11;96;-25.313293333333334;-57.379508333333334;22:47:18
11;98;-25.336545;-57.449873333333336;22:48:54
11;91;-25.276985;-57.55096;22:49:52
11;94;-25.3118;-57.378836666666665;22:46:16
11;92;-25.297228333333333;-57.628238333333336;22:49:28
11;59;-25.285336666666666;-57.437815;22:48:46
11;95;-25.312158333333333;-57.378188333333334;22:47:38
11;72;-25.311896666666666;-57.377975;22:42:24
11;74;-25.284635;-57.649703333333335;22:32:02
11;73;-25.312071666666668;-57.37836;22:29:08
11;75;-25.311916666666665;-57.37792833333334;22:07:08
11;82;-25.311965;-57.37880166666667;22:24:32
11;26;-25.311893333333334;-57.37880666666667;22:38:30
11;46;-25.312955;-57.3796;22:34:46
11;51;-25.313171666666666;-57.37947333333334;22:14:10
11;30;-25.313103333333334;-57.37932833333333;22:21:08
11;33;-25.311841666666666;-57.37793333333333;22:07:28
11;41;-25.31206;-57.378051666666664;22:09:52
11;54;-25.31306;-57.37942;22:19:54
11;44;-25.311883333333334;-57.37880666666667;22:11:18
11;42;-25.313153333333332;-57.379355;22:31:32
11;45;-25.271363333333333;-57.493696666666665;22:49:02
11;32;-25.31159;-57.378371666666666;22:07:50
11;50;-25.31201666666667;-57.378303333333335;22:43:56
11;52;-25.342086666666667;-57.49606166666667;22:49:30
11;53;-25.311951666666666;-57.37839833333334;22:08:02
11;38;-25.311805;-57.377993333333336;22:28:46
11;55;-25.30825;-57.59796;22:50:12
11;49;-25.31126666666667;-57.5894;22:49:32
11;39;-25.3131;-57.379531666666665;22:02:58
11;58;-25.313031666666667;-57.37958;22:36:06
11;34;-25.362216666666665;-57.42910333333333;22:48:38
11;37;-25.31219;-57.37833;22:13:24
11;56;-25.312003333333333;-57.37799833333333;22:12:24
11;15;-25.311976666666666;-57.378845;22:48:34
11;20;-25.313033333333333;-57.379508333333334;22:26:44
11;13;-25.31199;-57.37885166666667;22:03:50
11;18;-25.311663333333332;-57.37826833333333;22:27:46
11;12;-25.31173;-57.3782;22:09:22
11;19;-25.311723333333333;-57.37763833333333;22:09:32
11;17;-25.30797;-57.584673333333335;22:47:48
11;24;-25.31181;-57.37778333333333;22:10:44
11;22;-25.310321666666667;-57.38322333333333;22:49:04
11;23;-25.345233333333333;-57.41513333333333;22:36:06
11;11;-25.311903333333333;-57.378395;22:07:02
11;14;-25.311715;-57.377685;22:19:30
11;21;-25.311973333333334;-57.37833666666667;22:25:26
49;103;-25.264415;-57.49010833333333;22:49:38
49;55;-25.26287;-57.53276;22:06:36
49;1934;-25.213708333333333;-57.47020333333333;22:16:00
49;2440;-25.183738333333334;-57.492275;22:20:02
1002;24;-25.500981666666668;-54.612631666666665;22:14:14
1002;22;-25.501418333333334;-54.612785;22:11:08
1002;10;-25.501085;-54.61268833333333;22:11:20
1002;34;-25.50105;-54.61264333333333;22:40:58
1002;8;-25.500953333333335;-54.612761666666664;22:38:08
1002;26;-25.501475;-54.612815;22:14:42
1002;16;-25.500951666666666;-54.612678333333335;22:46:08
1002;30;-25.5013;-54.612765;22:44:26
1002;6;-25.500928333333334;-54.61259833333333;22:41:42
58;138;-25.35297;-57.44381166666667;22:49:28
58;145;-25.374003333333334;-57.42609;22:50:04
58;115;-25.391266666666667;-57.447455;22:17:34
58;132;-25.330725;-57.574268333333336;22:48:34
58;110;-25.353355;-57.44345333333333;22:49:20
58;126;-25.391206666666665;-57.447851666666665;22:20:34
58;113;-25.382155;-57.43824;22:49:32
58;117;-25.34364;-57.61819833333333;22:49:26
58;144;-25.416931666666667;-57.438845;22:49:30
58;164;-25.328381666666665;-57.54573666666667;22:49:14
58;1622;-25.392695;-57.447493333333334;22:49:12
58;1829;-25.253043333333334;-57.5535;22:49:00
58;1606;-25.391053333333332;-57.44838166666667;22:30:28
58;1549;-25.390858333333334;-57.44717;22:33:08
23;983;-25.24196;-57.54454;22:49:00
23;1602;-25.236245;-57.54026666666667;22:48:10
23;1645;-25.161286666666665;-57.46586833333333;22:49:26
23;1636;-25.336175;-57.580771666666664;22:49:34
23;1608;-25.362418333333334;-57.599395;22:31:28
23;1634;-25.362365;-57.599338333333336;22:05:38
23;1627;-25.351728333333334;-57.597385;22:44:40
23;1626;-25.319586666666666;-57.559763333333336;22:49:20
23;1609;-25.35176;-57.597361666666664;22:26:26
23;1637;-25.253931666666666;-57.5806;22:49:06
23;1630;-25.342341666666666;-57.62524666666667;22:47:58
23;1632;-25.341085;-57.63642;22:49:32
23;1622;-25.351775;-57.59719;22:00:48
23;1628;-25.287171666666666;-57.61211;22:50:10
23;984;-25.24026;-57.53955;22:15:54
23;985;-25.240003333333334;-57.53966;22:37:04
23;1402;-25.176371666666668;-57.470485;22:49:16
23;672;-25.240035;-57.53962166666667;22:31:52
23;1404;-25.260201666666667;-57.58915666666667;22:49:26
88;1129;-25.410126666666667;-57.49224;22:29:36
88;1248;-25.315926666666666;-57.64955833333333;22:48:42
88;1128;-25.411765;-57.483381666666666;22:47:22
88;4;-25.41088;-57.492376666666665;22:16:58
88;5;-25.410398333333333;-57.49214833333333;22:02:40
88;1837;-25.410415;-57.492175;22:46:40
88;1145;-25.344065;-57.58092833333333;22:49:58
54;27;-25.366808333333335;-57.62208833333333;22:37:18
54;28;-25.45593;-57.43927;22:46:12
54;29;-25.455948333333332;-57.43882333333333;22:48:32
54;33;-25.455955;-57.43864333333333;22:26:46
54;23;-25.366596666666666;-57.62179166666667;22:26:18
54;22;-25.366886666666666;-57.621955;22:27:14
54;31;-25.387485;-57.54825833333334;22:49:42
54;8;-25.455973333333333;-57.43917;22:12:42
1502;14;-25.441108333333332;-57.53756166666667;22:22:36
1502;97;-25.440755;-57.537348333333334;22:34:18
1502;16;-25.440366666666666;-57.53675;22:18:26
1502;43;-25.440731666666668;-57.537295;22:37:10
1502;15;-25.415623333333333;-57.57286;22:49:10
1503;39;-25.369581666666665;-57.560665;22:48:54
1503;30;-25.44113;-57.53711166666667;22:22:18
1503;34;-25.440985;-57.53727666666666;22:01:48
1503;71;-25.44015;-57.536388333333335;22:18:22
1503;29;-25.440858333333335;-57.53741333333333;22:11:08
1503;51;-25.409873333333334;-57.547068333333335;22:49:50
1503;118;-25.4406;-57.53695666666667;22:10:32
1006;215;-25.53874666666667;-54.65757333333333;22:19:50
1006;90;-25.53874;-54.65739;22:16:44
35;29;-25.216138333333333;-57.51720666666667;22:08:50
35;36;-25.256013333333332;-57.56507333333333;22:49:32
35;31;-25.247998333333335;-57.541441666666664;22:49:38
5;22;-25.277898333333333;-57.553686666666664;22:07:58
5;1;-25.282625;-57.619265;22:49:32
5;2232;-24.968435;-57.550531666666664;22:20:08
5;19;-25.095393333333334;-57.536258333333336;22:49:06
5;13;-24.968406666666667;-57.550536666666666;22:28:14
5;3;-24.993088333333333;-57.55521;22:49:30
232;61;-25.523098333333333;-57.5507;22:06:18
232;58;-25.523098333333333;-57.551093333333334;22:10:14
232;44;-25.522881666666667;-57.55106333333333;22:22:42
232;62;-25.523181666666666;-57.55081166666667;22:33:06
232;42;-25.52293;-57.55110166666667;22:47:56
232;38;-25.52361;-57.551375;22:33:58
232;64;-25.382495;-57.473635;22:49:18
232;46;-25.18354;-57.52485166666666;22:21:16
232;82;-25.523056666666665;-57.550895;22:33:04
232;15;-25.52308;-57.550815;22:03:00
232;1;-25.202681666666667;-57.52438333333333;22:49:40
232;52;-25.506955;-57.566156666666664;22:49:12
232;120;-25.523368333333334;-57.55121166666667;22:28:36
232;53;-25.52328333333333;-57.551273333333334;22:36:00
232;54;-25.46087;-57.439478333333334;22:49:22
38;10;-25.469348333333333;-57.516848333333336;22:01:22
38;23;-25.415041666666667;-57.54013333333333;22:49:06
38;42;-25.46953166666667;-57.51580333333333;22:11:58
38;26;-25.441468333333333;-57.50349666666666;22:49:16
38;55;-25.310713333333332;-57.64249;22:42:10
38;13;-25.4108;-57.549258333333334;22:48:26
38;22;-25.36745833333333;-57.562125;22:49:16
38;7;-25.463461666666667;-57.50926166666667;22:39:24
38;66;-25.396393333333332;-57.54575333333333;22:49:14
38;19;-25.31094166666667;-57.613578333333336;22:49:34
38;44;-25.297263333333333;-57.647288333333336;22:49:56
34;31;-25.27592;-57.59383;22:49:54
34;33;-25.175621666666668;-57.46968;22:40:34
34;8;-25.168618333333335;-57.47394166666667;22:48:54
34;3;-25.31829;-57.623713333333335;22:41:10
165;40;-25.420841666666668;-57.338656666666665;22:49:08
454;14;-25.512061666666668;-57.358295;22:49:48
96;130;-25.347651666666668;-57.51276;22:49:28
96;28;-25.34294;-57.49216833333333;22:49:44
128;222;-25.34296;-57.502955;22:49:48
11;98;-25.336871666666667;-57.44824833333333;22:49:16
11;34;-25.362536666666667;-57.42845;22:49:14
11;17;-25.305561666666666;-57.58318666666667;22:48:32
58;132;-25.329086666666665;-57.57514833333333;22:49:04
58;1622;-25.39407;-57.44703666666667;22:49:34
233;23;-25.528285;-57.551276666666666;22:15:50
233;1;-25.511091666666665;-57.54719;22:49:00
233;2;-25.365033333333333;-57.56396;22:49:46
233;14;-25.528258333333333;-57.55206666666667;22:41:40
233;3;-25.528275;-57.55152;22:30:16
1501;115;-25.342976666666665;-57.586936666666666;22:49:28
30;14;-25.26456;-57.48888;22:49:10
30;92;-25.262625;-57.488971666666664;22:42:02
30;7;-25.275023333333333;-57.49868;22:49:32
30;36;-25.304695;-57.452845;22:25:50
30;9;-25.29033;-57.588863333333336;22:49:12
30;44;-25.30446166666667;-57.452545;22:23:40
30;8;-25.262416666666667;-57.48952333333333;22:49:54
30;78;-25.289655;-57.61911666666666;22:49:12
30;45;-25.262418333333333;-57.48948166666667;22:36:14
30;35;-25.304541666666665;-57.45254833333333;22:32:38
30;72;-25.305038333333332;-57.45312;22:25:24
30;95;-25.250336666666666;-57.48954;22:49:40
30;100;-25.27787;-57.553565;22:48:54
30;86;-25.307033333333333;-57.60241166666667;22:49:18
30;1;-25.304735;-57.45288;22:05:28
30;74;-25.304748333333333;-57.45281833333333;22:41:26
23;1637;-25.252911666666666;-57.579245;22:49:28
1005;215;-25.482928333333334;-54.668436666666665;22:41:16
165;40;-25.422316666666667;-57.33743166666667;22:49:32
1501;115;-25.341326666666667;-57.58599;22:49:48
30;95;-25.24943;-57.487925;22:49:54
28;55;-25.29755;-57.665328333333335;22:49:50
38;13;-25.410985;-57.549033333333334;22:49:30
165;42;-25.314246666666666;-57.58090166666667;22:49:28
165;40;-25.423783333333333;-57.33617;22:49:44
58;132;-25.328571666666665;-57.57512166666667;22:49:10
58;1622;-25.394101666666668;-57.44695166666666;22:49:36
23;1602;-25.236366666666665;-57.539901666666665;22:49:36
23;1637;-25.25275;-57.57901666666667;22:49:42
38;13;-25.411036666666668;-57.548645;22:49:44
165;42;-25.314338333333332;-57.580775;22:49:34
58;132;-25.32674;-57.574976666666664;22:49:28
58;1829;-25.253463333333332;-57.55339;22:49:10
23;1602;-25.23651;-57.53973333333333;22:49:42
23;1637;-25.25249833333333;-57.578131666666664;22:50:00
165;125;-25.441465;-57.369945;22:49:50
165;70;-25.303731666666668;-57.61136166666667;22:49:24
23;1637;-25.25273;-57.577205;22:50:10
165;125;-25.44147;-57.370036666666664;22:49:54
165;70;-25.303403333333332;-57.61246833333333;22:49:42
58;1829;-25.253453333333333;-57.553221666666666;22:49:14
187;6;-25.33637166666667;-57.587615;22:49:22
11;98;-25.339041666666667;-57.4485;22:49:54
11;34;-25.362295;-57.428221666666666;22:49:22
128;221;-25.34113;-57.502181666666665;22:49:26
96;28;-25.343225;-57.49218333333334;22:49:54
165;70;-25.30279833333333;-57.614375;22:50:00
58;1829;-25.253485;-57.55117333333333;22:49:42
11;98;-25.339753333333334;-57.448706666666666;22:50:14
11;74;-25.286446666666667;-57.647151666666666;22:49:48
11;34;-25.361931666666667;-57.42796166666667;22:49:42
187;6;-25.339253333333332;-57.585033333333335;22:49:54
88;1128;-25.412215;-57.483005;22:49:20
41;4;-25.292268333333332;-57.60149;22:49:24
128;221;-25.341588333333334;-57.50326;22:49:42
165;70;-25.302255;-57.615725;22:50:16
1504;96;-25.376678333333334;-57.583735;22:49:16
88;1128;-25.413258333333335;-57.48305;22:49:46
41;4;-25.291571666666666;-57.59737;22:49:54
11;59;-25.283861666666667;-57.43667833333333;22:49:12
187;6;-25.339665;-57.58473166666667;22:50:06
1504;96;-25.377016666666666;-57.58452166666667;22:49:32
58;1829;-25.25373;-57.551161666666665;22:49:56
1503;39;-25.374226666666665;-57.55722333333333;22:49:32
30;78;-25.288093333333332;-57.618;22:49:32
165;70;-25.302233333333334;-57.615715;22:50:18
88;1128;-25.413558333333334;-57.48302833333333;22:49:58
23;983;-25.244633333333333;-57.547358333333335;22:49:48
30;78;-25.286551666666668;-57.61684;22:49:50
11;59;-25.282061666666667;-57.434641666666664;22:49:42
1503;39;-25.375903333333333;-57.556223333333335;22:49:44
41;4;-25.291171666666667;-57.59531333333334;22:50:10
23;983;-25.24591;-57.54877833333333;22:50:06
96;55;-25.295411666666666;-57.665866666666666;22:49:56
187;28;-25.53733666666667;-57.50067;22:49:00
30;78;-25.286401666666666;-57.616416666666666;22:50:00
187;28;-25.539201666666667;-57.500483333333335;22:49:14
30;78;-25.28643;-57.61632;22:50:02
96;55;-25.295206666666665;-57.665888333333335;22:50:02
165;72;-25.352063333333334;-57.445395;22:49:44
187;28;-25.54292;-57.49977333333333;22:49:38
232;64;-25.384163333333333;-57.47282333333333;22:49:40
187;28;-25.544755;-57.49937666666667;22:49:52
232;64;-25.385836666666666;-57.471983333333334;22:50:04
165;87;-25.448745;-57.365073333333335;22:47:58
165;72;-25.354443333333332;-57.44236333333333;22:50:20
232;64;-25.387545;-57.471183333333336;22:50:20
165;87;-25.44918;-57.36877333333333;22:48:42
5;3;-24.991226666666666;-57.554775;22:49:50
96;31;-25.377518333333335;-57.409396666666666;22:49:24
454;42;-25.22004;-57.477781666666665;22:49:28
128;240;-25.387051666666668;-57.36557333333333;22:49:26
165;87;-25.448865;-57.36895666666667;22:48:52
5;3;-24.99071;-57.554633333333335;22:50:00
233;1;-25.510771666666667;-57.549326666666666;22:49:10
96;31;-25.37862;-57.41104;22:49:44
454;42;-25.220843333333335;-57.478678333333335;22:49:44
5;3;-24.990458333333333;-57.55456;22:50:10
2;1101;-25.405816666666666;-57.57096333333333;22:50:00
233;1;-25.510436666666667;-57.551433333333335;22:49:20
128;240;-25.387146666666666;-57.36537166666667;22:50:04
454;35;-25.422083333333333;-57.453945;22:49:34
454;42;-25.220996666666668;-57.47861833333333;22:49:46
165;87;-25.448643333333333;-57.36892666666667;22:48:56
96;56;-25.364213333333332;-57.409553333333335;22:49:26
96;31;-25.3798;-57.412661666666665;22:50:04
233;1;-25.509815;-57.555438333333335;22:49:42
47;4714;-25.393576666666668;-57.54703833333333;22:49:38
28;33;-25.280925;-57.53745166666667;22:49:46
2;1101;-25.40626333333333;-57.57199333333333;22:50:22
133;391;-25.3152;-57.57825;22:49:30
110;6;-25.309666666666665;-57.593893333333334;22:49:08
1502;15;-25.417363333333334;-57.572085;22:49:26
30;86;-25.310341666666666;-57.604125;22:50:00
454;35;-25.42377;-57.45316666666667;22:49:54
454;42;-25.223245;-57.477873333333335;22:50:06
2;1101;-25.406208333333332;-57.57204333333333;22:50:26
96;22;-25.370293333333333;-57.40609666666667;22:50:04
96;56;-25.364583333333332;-57.40826333333333;22:49:44
28;33;-25.281096666666667;-57.53701;22:49:50
58;145;-25.374628333333334;-57.425785;22:50:32
133;391;-25.315275;-57.578021666666665;22:49:44
233;1;-25.509318333333333;-57.557536666666664;22:49:54
47;4714;-25.394383333333334;-57.547446666666666;22:49:56
11;22;-25.311351666666667;-57.38171666666667;22:49:42
110;6;-25.3104;-57.59194166666666;22:49:20
1502;15;-25.418458333333334;-57.57133833333334;22:49:44
47;4714;-25.39462;-57.547533333333334;22:50:06
28;33;-25.28100166666667;-57.53585666666667;22:49:58
233;1;-25.508785;-57.5595;22:50:08
96;22;-25.370048333333333;-57.406528333333334;22:50:18
96;56;-25.364751666666667;-57.408325;22:49:48
30;14;-25.264168333333334;-57.49005833333333;22:49:32
30;100;-25.27727;-57.55164333333333;22:49:16
220;90;-25.332303333333332;-57.54052333333333;22:48:42
1502;15;-25.419038333333333;-57.570528333333336;22:49:56
11;22;-25.311631666666667;-57.38130833333334;22:49:58
110;6;-25.311071666666667;-57.58994166666667;22:49:34
454;35;-25.424326666666666;-57.452845;22:50:12
47;4714;-25.395628333333335;-57.547808333333336;22:50:24
96;22;-25.369845;-57.406886666666665;22:50:34
96;56;-25.364846666666665;-57.40839;22:49:50
232;1;-25.202633333333335;-57.52464666666667;22:49:48
110;6;-25.311711666666667;-57.588005;22:49:50
40;138;-25.213961666666666;-57.553358333333335;22:49:50
220;90;-25.332438333333332;-57.54026;22:49:06
47;4714;-25.395676666666667;-57.54767833333333;22:50:26
96;22;-25.36983;-57.406913333333335;22:50:36
96;56;-25.365023333333333;-57.408503333333336;22:49:54
501;53;-25.242415;-57.477085;22:49:40
38;22;-25.365906666666667;-57.56321333333333;22:49:34
165;71;-25.343415;-57.50378666666667;22:49:32
232;1;-25.202513333333332;-57.524908333333336;22:49:58
30;14;-25.263896666666668;-57.48994666666667;22:49:36
30;100;-25.27613;-57.54769833333334;22:50:06
30;86;-25.312028333333334;-57.60500666666667;22:50:20
31;22;-25.312716666666667;-57.58757333333333;22:49:30
1502;15;-25.41962;-57.56858;22:50:12
47;4714;-25.395728333333334;-57.547538333333335;22:50:28
501;53;-25.241315;-57.47544;22:49:58
31;22;-25.311066666666665;-57.58655;22:49:54
30;14;-25.262461666666667;-57.48955;22:50:04
165;71;-25.341638333333332;-57.50008;22:50:00
